LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01004307,4341,Tower Hamlets 015B,E09000030,Tower Hamlets,14.037,19910,7,0.055999999999999994,24683,8,0.03,30545,10,11.276,20640,7,-0.636,25166,8,-0.435,22890,7,31.642,5883,2,49.918,1930,1,E1  6AH,E1   6AH,E1 6AH,198001,0,0,E00021689,E02000878,E09000030,Tower Hamlets 015B,Tower Hamlets 015,Tower Hamlets,,716001
E01004308,4342,Tower Hamlets 015C,E09000030,Tower Hamlets,28.761,8621,3,0.223,5361,2,0.109,11198,4,13.694,18424,6,0.051,15209,5,0.895,4438,2,30.13,6872,3,30.48,8531,3,E1  5JE,E1   5JE,E1 5JE,198001,0,0,E00021677,E02000878,E09000030,Tower Hamlets 015C,Tower Hamlets 015,Tower Hamlets,,716042
E01004309,4343,Tower Hamlets 015D,E09000030,Tower Hamlets,38.451,4749,2,0.261,3549,2,0.17,4957,2,19.634,13995,5,0.813,5780,2,0.598,7779,3,32.346,5452,2,35.611,5965,2,E1  6BF,E1   6BF,E1 6BF,200505,0,0,E00167078,E02000878,E09000030,Tower Hamlets 015D,Tower Hamlets 015,Tower Hamlets,,716019
E01004310,4344,Tower Hamlets 015E,E09000030,Tower Hamlets,37.266999999999996,5125,2,0.252,3936,2,0.15,6580,3,17.072,15761,5,0.701,6872,3,0.617,7483,3,33.299,4939,2,44.052,3140,1,E1  6BB,E1   6BB,E1 6BB,198001,199507,1,E00021674,E02000878,E09000030,Tower Hamlets 015E,Tower Hamlets 015,Tower Hamlets,,716016
E01004311,4345,Tower Hamlets 006A,E09000030,Tower Hamlets,38.758,4644,2,0.257,3710,2,0.146,6926,3,13.487,18602,6,0.665,7236,3,1.6580000000000001,657,1,27.840999999999998,8569,3,37.131,5332,2,E2  7LU,E2   7LU,E2 7LU,198001,199512,0,E00021703,E02000869,E09000030,Tower Hamlets 006A,Tower Hamlets 006,Tower Hamlets,,731653
E01004312,4346,Tower Hamlets 009A,E09000030,Tower Hamlets,39.603,4384,2,0.284,2758,1,0.145,7051,3,22.886,11977,4,0.7440000000000001,6428,2,1.218,2141,1,29.671999999999997,7199,3,32.972,7218,3,E2  6NF,E2   6NF,E2 6NF,198001,198112,1,E00021706,E02000872,E09000030,Tower Hamlets 009A,Tower Hamlets 009,Tower Hamlets,,731248
E01004313,4347,Tower Hamlets 009B,E09000030,Tower Hamlets,24.564,11032,4,0.179,8127,3,0.085,15213,5,15.277999999999999,17146,6,0.012,15811,5,0.312,11763,4,31.823,5762,2,36.599000000000004,5538,2,E2  0AA,E2   0AA,E2 0AA,198001,0,0,E00021711,E02000872,E09000030,Tower Hamlets 009B,Tower Hamlets 009,Tower Hamlets,,731037
E01004314,4348,Tower Hamlets 006B,E09000030,Tower Hamlets,21.635,13053,4,0.114,14399,5,0.057,22359,7,2.7119999999999997,30078,10,0.08,14822,5,1.405,1335,1,21.555,14837,5,44.536,3013,1,E2  6NP,E2   6NP,E2 6NP,198001,0,0,E00021732,E02000869,E09000030,Tower Hamlets 006B,Tower Hamlets 006,Tower Hamlets,,731254
E01004315,4349,Tower Hamlets 006C,E09000030,Tower Hamlets,32.576,6850,3,0.19899999999999998,6721,3,0.107,11444,4,15.126,17271,6,0.445,9775,3,1.676,616,1,28.434,8085,3,34.287,6555,2,E2  6DL,E2   6DL,E2 6DL,198001,0,0,E00021712,E02000869,E09000030,Tower Hamlets 006C,Tower Hamlets 006,Tower Hamlets,,731224
E01004316,4350,Tower Hamlets 009C,E09000030,Tower Hamlets,39.089,4542,2,0.218,5647,2,0.13,8434,3,12.280999999999999,19687,6,0.59,8060,3,2.119,124,1,32.669000000000004,5286,2,46.213,2623,1,E2  7HR,E2   7HR,E2 7HR,198001,0,0,E00021718,E02000872,E09000030,Tower Hamlets 009C,Tower Hamlets 009,Tower Hamlets,,731609
E01004317,4351,Tower Hamlets 009D,E09000030,Tower Hamlets,27.603,9244,3,0.172,8610,3,0.09,14326,5,4.194,28293,9,0.374,10657,4,1.2930000000000001,1789,1,31.478,5976,2,35.169000000000004,6157,2,E1  5EP,E1   5EP,E1 5EP,198001,201001,0,E00167176,E02000872,E09000030,Tower Hamlets 009D,Tower Hamlets 009,Tower Hamlets,,716056
E01004318,4352,Tower Hamlets 006D,E09000030,Tower Hamlets,35.903,5572,2,0.23600000000000002,4712,2,0.163,5505,2,19.26,14216,5,0.609,7828,3,0.893,4456,2,28.408,8104,3,34.931999999999995,6275,2,E2  7AT,E2   7AT,E2 7AT,199712,200702,0,E00021722,E02000869,E09000030,Tower Hamlets 006D,Tower Hamlets 006,Tower Hamlets,,731292
E01004319,4353,Tower Hamlets 021A,E09000030,Tower Hamlets,32.582,6845,3,0.251,3962,2,0.122,9503,3,17.025,15797,5,0.207,12967,4,0.779,5645,2,32.759,5230,2,34.485,6475,2,E1  1AW,E1   1AW,E1 1AW,201206,0,0,E00021750,E02000884,E09000030,Tower Hamlets 021A,Tower Hamlets 021,Tower Hamlets,,714864
E01004321,4354,Tower Hamlets 021C,E09000030,Tower Hamlets,33.782,6345,2,0.264,3464,2,0.136,7867,3,13.022,19023,6,0.159,13628,5,0.867,4720,2,32.984,5090,2,34.102,6636,3,E1  1NU,E1   1NU,E1 1NU,198001,0,0,E00021734,E02000884,E09000030,Tower Hamlets 021C,Tower Hamlets 021,Tower Hamlets,,714814
E01004322,4355,Tower Hamlets 017A,E09000030,Tower Hamlets,32.255,6983,3,0.192,7184,3,0.114,10461,4,11.588,20343,7,0.358,10885,4,1.521,989,1,30.651,6498,2,38.304,4883,2,E1  6AU,E1   6AU,E1 6AU,200106,200902,1,E00021761,E02000880,E09000030,Tower Hamlets 017A,Tower Hamlets 017,Tower Hamlets,,716011
E01004323,4356,Tower Hamlets 017B,E09000030,Tower Hamlets,27.820999999999998,9137,3,0.201,6631,3,0.095,13372,5,11.422,20496,7,0.8440000000000001,5502,2,0.695,6565,2,29.256,7470,3,24.016,12408,4,E1  3DU,E1   3DU,E1 3DU,199208,0,0,E00021764,E02000880,E09000030,Tower Hamlets 017B,Tower Hamlets 017,Tower Hamlets,,715203
E01004324,4357,Tower Hamlets 017C,E09000030,Tower Hamlets,37.489000000000004,5052,2,0.22399999999999998,5287,2,0.128,8728,3,31.04,8163,3,1.239,2652,1,0.675,6782,3,32.236,5502,2,32.97,7219,3,E1  3DZ,E1   3DZ,E1 3DZ,199612,199912,1,E00021736,E02000880,E09000030,Tower Hamlets 017C,Tower Hamlets 017,Tower Hamlets,,715207
E01004325,4358,Tower Hamlets 021D,E09000030,Tower Hamlets,24.528000000000002,11050,4,0.11800000000000001,13938,5,0.044000000000000004,26686,9,5.8629999999999995,26309,9,-0.259,20009,7,0.748,5960,2,34.692,4226,2,76.669,23,1,E1  7ET,E1   7ET,E1 7ET,198704,198812,1,E00167094,E02000884,E09000030,Tower Hamlets 021D,Tower Hamlets 021,Tower Hamlets,,716472
E01004326,4359,Tower Hamlets 017D,E09000030,Tower Hamlets,26.259,10008,4,0.162,9496,3,0.077,17038,6,11.802999999999999,20144,7,-0.1,17571,6,1.3159999999999998,1686,1,30.031999999999996,6946,3,39.698,4359,2,E1  2AP,E1   2AP,E1 2AP,198001,0,0,E00021762,E02000880,E09000030,Tower Hamlets 017D,Tower Hamlets 017,Tower Hamlets,,714986
E01032764,4360,Tower Hamlets 004E,E09000030,Tower Hamlets,22.225,12594,4,0.122,13422,5,0.06,21514,7,6.505,25596,8,0.294,11712,4,0.8170000000000001,5234,2,38.238,2752,1,30.682,8420,3,E3  2TB,E3   2TB,E3 2TB,198001,0,0,E00167185,E02000867,E09000030,Tower Hamlets 004E,Tower Hamlets 004,Tower Hamlets,,733002
E01032765,4361,Tower Hamlets 004F,E09000030,Tower Hamlets,28.215,8918,3,0.209,6127,2,0.12,9640,3,20.301,13600,5,0.38799999999999996,10509,4,0.091,15257,5,33.982,4582,2,22.205,13719,5,E3  2QP,E3   2QP,E3 2QP,198001,0,0,E00167092,E02000867,E09000030,Tower Hamlets 004F,Tower Hamlets 004,Tower Hamlets,,733052
E01032766,4362,Tower Hamlets 021E,E09000030,Tower Hamlets,19.785,14542,5,0.127,12899,4,0.045,26345,9,13.234000000000002,18841,6,-0.24100000000000002,19731,7,0.32,11632,4,34.113,4517,2,41.577,3772,2,E1  8PT,E1   8PT,E1 8PT,201507,0,0,E00167097,E02000884,E09000030,Tower Hamlets 021E,Tower Hamlets 021,Tower Hamlets,,716815
E01032767,4363,Tower Hamlets 021F,E09000030,Tower Hamlets,11.859000000000002,22328,7,0.05,26253,8,0.018000000000000002,32387,10,7.9639999999999995,23989,8,-0.335,21197,7,-0.7709999999999999,27013,9,27.524,8817,3,46.728,2504,1,E1  7PG,E1   7PG,E1 7PG,199002,199507,1,E00021744,E02000884,E09000030,Tower Hamlets 021F,Tower Hamlets 021,Tower Hamlets,,716652
E01032768,4364,Tower Hamlets 025E,E09000030,Tower Hamlets,12.944,21107,7,0.025,31644,10,0.015,32573,10,1.094,31916,10,-0.382,21887,7,0.542,8510,3,33.227,4975,2,43.494,3296,2,E14 7PB,E14  7PB,E14 7PB,201307,0,0,E00167236,E02000888,E09000030,Tower Hamlets 025E,Tower Hamlets 025,Tower Hamlets,,723202
E01032769,4365,Tower Hamlets 025F,E09000030,Tower Hamlets,17.995,16124,5,0.10800000000000001,15268,5,0.044000000000000004,26766,9,5.062,27217,9,-0.24600000000000002,19811,7,1.053,3127,1,26.218000000000004,9968,4,36.588,5546,2,E1  0HL,E1   0HL,E1 0HL,198001,199507,1,E00021666,E02000888,E09000030,Tower Hamlets 025F,Tower Hamlets 025,Tower Hamlets,,714429
E01032770,4366,Tower Hamlets 032B,E09000030,Tower Hamlets,16.648,17320,6,0.133,12243,4,0.057999999999999996,22131,7,4.763,27591,9,0.11800000000000001,14239,5,0.040999999999999995,16021,5,30.24,6803,3,21.83,13962,5,E14 8PQ,E14  8PQ,E14 8PQ,198307,0,0,E00167112,E02006853,E09000030,Tower Hamlets 032B,Tower Hamlets 032,Tower Hamlets,,723603
E01032771,4367,Tower Hamlets 033B,E09000030,Tower Hamlets,13.182,20860,7,0.109,15080,5,0.055,23146,8,9.051,22803,7,-0.575,24384,8,-2.249,32770,10,33.139,5006,2,19.383,15752,5,E14 5HU,E14  5HU,E14 5HU,201106,0,0,E00167121,E02006854,E09000030,Tower Hamlets 033B,Tower Hamlets 033,Tower Hamlets,,723154
E01032772,4368,Tower Hamlets 032C,E09000030,Tower Hamlets,23.845,11466,4,0.161,9542,3,0.081,16023,5,6.559,25528,8,0.456,9637,3,0.397,10497,4,35.326,3924,2,30.05,8778,3,E14 8SL,E14  8SL,E14 8SL,198001,0,0,E00021547,E02006853,E09000030,Tower Hamlets 032C,Tower Hamlets 032,Tower Hamlets,,723690
E01032773,4369,Tower Hamlets 032D,E09000030,Tower Hamlets,14.374,19572,6,0.11199999999999999,14738,5,0.037000000000000005,28681,9,7.106,24940,8,-0.5429999999999999,23973,8,-1.071,29625,10,41.832,1702,1,21.087,14492,5,E14 9BW,E14  9BW,E14 9BW,201507,0,0,E00167115,E02006853,E09000030,Tower Hamlets 032D,Tower Hamlets 032,Tower Hamlets,,723934
E01032774,4370,Tower Hamlets 032E,E09000030,Tower Hamlets,30.236,7916,3,0.18899999999999997,7419,3,0.121,9525,3,27.345,9669,3,0.738,6497,2,-0.021,17007,6,36.445,3435,2,23.299,12927,4,E14 8PN,E14  8PN,E14 8PN,198001,0,0,E00167116,E02006853,E09000030,Tower Hamlets 032E,Tower Hamlets 032,Tower Hamlets,,723601
E01032775,4371,Tower Hamlets 031F,E09000030,Tower Hamlets,9.375,25292,8,0.046,27216,9,0.027999999999999997,31102,10,13.129000000000001,18922,6,-0.20600000000000002,19212,6,-0.965,28814,9,24.965,11148,4,26.259,11011,4,E14 8RU,E14  8RU,E14 8RU,198001,199012,0,E00167118,E02000894,E09000030,Tower Hamlets 031F,Tower Hamlets 031,Tower Hamlets,,723643
E01032776,4372,Tower Hamlets 028E,E09000030,Tower Hamlets,9.775,24799,8,0.028999999999999998,30953,10,0.013000000000000001,32658,10,6.132000000000001,26033,8,-0.505,23493,8,-0.23199999999999998,20097,7,31.813000000000002,5773,2,32.528,7451,3,E14 9AU,E14  9AU,E14 9AU,201512,0,0,E00167120,E02000891,E09000030,Tower Hamlets 028E,Tower Hamlets 028,Tower Hamlets,,723707
E01032777,4373,Tower Hamlets 028F,E09000030,Tower Hamlets,18.527,15657,5,0.121,13510,5,0.07,18860,6,8.4,23529,8,0.035,15462,5,-0.7040000000000001,26260,8,41.007,1926,1,21.429000000000002,14240,5,E14 1SA,E14  1SA,E14 1SA,200502,0,1,E00167141,E02000891,E09000030,Tower Hamlets 028F,Tower Hamlets 028,Tower Hamlets,,722145
E01032778,4374,Tower Hamlets 028G,E09000030,Tower Hamlets,17.421,16614,6,0.057,24431,8,0.03,30655,10,10.552999999999999,21307,7,-0.289,20479,7,0.395,10526,4,34.053000000000004,4550,2,54.269,1275,1,E14 0JZ,E14  0JZ,E14 0JZ,200308,0,0,E00167127,E02000891,E09000030,Tower Hamlets 028G,Tower Hamlets 028,Tower Hamlets,,721601
E01032779,4375,Tower Hamlets 028H,E09000030,Tower Hamlets,17.288,16738,6,0.085,18664,6,0.042,27433,9,11.677,20253,7,-0.284,20410,7,-0.9259999999999999,28494,9,33.827,4664,2,53.513999999999996,1361,1,E14 9BH,E14  9BH,E14 9BH,201608,0,0,E00167149,E02000891,E09000030,Tower Hamlets 028H,Tower Hamlets 028,Tower Hamlets,,723919
E01032780,4376,Tower Hamlets 028I,E09000030,Tower Hamlets,16.174,17778,6,0.068,22013,7,0.023,31959,10,3.267,29420,9,-0.375,21797,7,-0.142,18773,6,30.691,6476,2,63.287,412,1,E14 0HL,E14  0HL,E14 0HL,199201,199405,1,E00021238,E02000891,E09000030,Tower Hamlets 028I,Tower Hamlets 028,Tower Hamlets,,721970
E01032781,4377,Tower Hamlets 033C,E09000030,Tower Hamlets,12.665999999999999,21416,7,0.10300000000000001,15950,5,0.049,25130,8,3.319,29362,9,-0.20600000000000002,19222,6,-0.594,25023,8,24.831999999999997,11289,4,30.820999999999998,8355,3,E14 8JZ,E14  8JZ,E14 8JZ,200106,0,0,E00167220,E02006854,E09000030,Tower Hamlets 033C,Tower Hamlets 033,Tower Hamlets,,723653
E01032782,4378,Tower Hamlets 033D,E09000030,Tower Hamlets,19.565,14749,5,0.099,16390,5,0.048,25283,8,13.709000000000001,18407,6,-0.17300000000000001,18715,6,-0.5529999999999999,24499,8,43.595,1303,1,40.599000000000004,4073,2,E14 9AP,E14  9AP,E14 9AP,201612,0,1,E00167160,E02006854,E09000030,Tower Hamlets 033D,Tower Hamlets 033,Tower Hamlets,,723655
E01032783,4379,Tower Hamlets 031G,E09000030,Tower Hamlets,17.654,16421,5,0.14800000000000002,10649,4,0.068,19180,6,8.355,23572,8,0.042,15361,5,-0.035,17212,6,26.271,9917,4,24.037,12385,4,E14 3ED,E14  3ED,E14 3ED,200112,0,0,E00167163,E02000894,E09000030,Tower Hamlets 031G,Tower Hamlets 031,Tower Hamlets,,722063
E01032784,4380,Tower Hamlets 004G,E09000030,Tower Hamlets,22.78,12196,4,0.129,12658,4,0.057,22534,7,6.692,25386,8,0.815,5757,2,0.627,7363,3,35.167,4009,2,28.936,9415,3,E3  2WQ,E3   2WQ,E3 2WQ,200309,200806,1,E00167187,E02000867,E09000030,Tower Hamlets 004G,Tower Hamlets 004,Tower Hamlets,,733001
E01032785,4381,Tower Hamlets 010E,E09000030,Tower Hamlets,20.779,13712,5,0.156,9910,4,0.071,18462,6,4.783,27568,9,-0.231,19599,6,-0.474,23414,8,31.038,6251,2,49.045,2065,1,E2  0FA,E2   0FA,E2 0FA,201506,0,0,E00167208,E02000873,E09000030,Tower Hamlets 010E,Tower Hamlets 010,Tower Hamlets,,730959
E01032786,4382,Tower Hamlets 010F,E09000030,Tower Hamlets,26.705,9758,3,0.198,6766,3,0.132,8275,3,15.966,16614,6,0.264,12129,4,0.152,14275,5,27.553,8794,3,25.914,11212,4,E2  0RQ,E2   0RQ,E2 0RQ,198402,198412,1,E00021452,E02000873,E09000030,Tower Hamlets 010F,Tower Hamlets 010,Tower Hamlets,,730871
E01032787,4383,Tower Hamlets 011F,E09000030,Tower Hamlets,34.191,6192,2,0.264,3443,2,0.136,7888,3,27.342,9671,3,0.01,15846,5,0.9309999999999999,4120,2,31.894000000000002,5724,2,24.545,12058,4,E1  5QL,E1   5QL,E1 5QL,198001,0,0,E00021212,E02000874,E09000030,Tower Hamlets 011F,Tower Hamlets 011,Tower Hamlets,,716279
E01004327,4384,Waltham Forest 028A,E09000031,Waltham Forest,30.076999999999998,7992,3,0.205,6354,2,0.125,9107,3,15.652999999999999,16857,6,-0.146,18334,6,0.529,8686,3,40.413000000000004,2075,1,33.794000000000004,6800,3,E11 3NP,E11  3NP,E11 3NP,198001,0,0,E00021802,E02000922,E09000031,Waltham Forest 028A,Waltham Forest 028,Waltham Forest,,719203
E01004328,4385,Waltham Forest 028B,E09000031,Waltham Forest,23.151,11954,4,0.11599999999999999,14206,5,0.067,19478,6,13.867,18280,6,-0.395,22056,7,0.36,11018,4,36.418,3449,2,54.277,1274,1,E11 3SS,E11  3SS,E11 3SS,199405,199501,1,E00021770,E02000922,E09000031,Waltham Forest 028B,Waltham Forest 028,Waltham Forest,,719251
E01004329,4386,Waltham Forest 028C,E09000031,Waltham Forest,23.701999999999998,11575,4,0.138,11696,4,0.076,17177,6,17.384,15545,5,-0.087,17359,6,-0.207,19722,7,38.51,2655,1,44.211000000000006,3097,1,E11 3NL,E11  3NL,E11 3NL,198001,0,0,E00021773,E02000922,E09000031,Waltham Forest 028C,Waltham Forest 028,Waltham Forest,,719201
E01004330,4387,Waltham Forest 028D,E09000031,Waltham Forest,16.923,17056,6,0.096,17015,6,0.047,25734,8,9.942,21883,7,-0.7509999999999999,26474,9,0.16899999999999998,14019,5,32.208,5521,2,45.273999999999994,2829,1,E11 3LB,E11  3LB,E11 3LB,198001,0,0,E00171511,E02000922,E09000031,Waltham Forest 028D,Waltham Forest 028,Waltham Forest,,719439
E01004331,4388,Waltham Forest 028E,E09000031,Waltham Forest,22.836,12158,4,0.153,10241,4,0.078,16838,6,16.202,16404,5,-0.203,19183,6,-0.441,22999,8,42.216,1609,1,32.482,7475,3,E7  0AJ,E7   0AJ,E7 0AJ,198001,0,0,E00021772,E02000922,E09000031,Waltham Forest 028E,Waltham Forest 028,Waltham Forest,,738422
E01004332,4389,Waltham Forest 028F,E09000031,Waltham Forest,28.195,8927,3,0.145,10968,4,0.086,15118,5,19.067999999999998,14346,5,0.662,7275,3,0.425,10086,4,40.628,2015,1,36.146,5752,2,E11 3HT,E11  3HT,E11 3HT,198001,201112,1,E00021785,E02000922,E09000031,Waltham Forest 028F,Waltham Forest 028,Waltham Forest,,719276
E01004333,4390,Waltham Forest 024A,E09000031,Waltham Forest,27.949,9066,3,0.179,8117,3,0.09699999999999999,13058,4,15.027999999999999,17332,6,0.17600000000000002,13373,5,0.52,8788,3,44.426,1157,1,26.464000000000002,10900,4,E11 3SN,E11  3SN,E11 3SN,199007,200006,1,E00021791,E02000918,E09000031,Waltham Forest 024A,Waltham Forest 024,Waltham Forest,,719250
E01004334,4391,Waltham Forest 024B,E09000031,Waltham Forest,44.7,3119,1,0.322,1608,1,0.17800000000000002,4449,2,30.023000000000003,8549,3,0.633,7569,3,0.638,7222,3,45.422,980,1,22.906999999999996,13198,5,E11 3HW,E11  3HW,E11 3HW,199201,0,0,E00021798,E02000918,E09000031,Waltham Forest 024B,Waltham Forest 024,Waltham Forest,,719287
E01004335,4392,Waltham Forest 027A,E09000031,Waltham Forest,39.67,4362,2,0.273,3130,1,0.161,5624,2,27.776,9490,3,0.485,9260,3,0.45399999999999996,9703,3,43.381,1353,1,31.142,8182,3,E11 4JA,E11  4JA,E11 4JA,199412,199507,1,E00021826,E02000921,E09000031,Waltham Forest 027A,Waltham Forest 027,Waltham Forest,,719654
E01004336,4393,Waltham Forest 026A,E09000031,Waltham Forest,24.337,11164,4,0.125,13144,5,0.075,17446,6,20.331,13583,5,-0.486,23225,8,0.54,8540,3,43.507,1324,1,36.357,5649,2,E10 5QB,E10  5QB,E10 5QB,198001,199512,0,E00021821,E02000920,E09000031,Waltham Forest 026A,Waltham Forest 026,Waltham Forest,,717660
E01004337,4394,Waltham Forest 027B,E09000031,Waltham Forest,26.107,10118,4,0.16899999999999998,8892,3,0.086,15050,5,18.937,14443,5,-0.037000000000000005,16571,6,0.142,14438,5,43.055,1419,1,32.445,7493,3,E15 2TR,E15  2TR,E15 2TR,198001,0,0,E00021829,E02000921,E09000031,Waltham Forest 027B,Waltham Forest 027,Waltham Forest,,725142
E01004338,4395,Waltham Forest 027C,E09000031,Waltham Forest,19.373,14941,5,0.113,14569,5,0.06,21426,7,9.376,22497,7,-0.517,23656,8,0.047,15927,5,38.84,2542,1,40.248000000000005,4182,2,E11 4FE,E11  4FE,E11 4FE,199806,199906,1,E00171505,E02000921,E09000031,Waltham Forest 027C,Waltham Forest 027,Waltham Forest,,719655
E01004339,4396,Waltham Forest 027D,E09000031,Waltham Forest,24.516,11057,4,0.13,12528,4,0.073,18098,6,13.282,18798,6,-0.5329999999999999,23834,8,0.267,12442,4,50.338,283,1,36.545,5560,2,E11 4PA,E11  4PA,E11 4PA,198001,0,0,E00021811,E02000921,E09000031,Waltham Forest 027D,Waltham Forest 027,Waltham Forest,,719613
E01004340,4397,Waltham Forest 027E,E09000031,Waltham Forest,43.177,3432,2,0.265,3397,2,0.182,4162,2,21.854,12638,4,0.778,6104,2,1.015,3404,2,44.528,1141,1,29.089000000000002,9326,3,E11 4NQ,E11  4NQ,E11 4NQ,198001,199806,0,E00021819,E02000921,E09000031,Waltham Forest 027E,Waltham Forest 027,Waltham Forest,,719602
E01004341,4398,Waltham Forest 027F,E09000031,Waltham Forest,32.124,7036,3,0.203,6453,2,0.121,9522,3,20.278,13615,5,0.08,14814,5,0.71,6389,2,43.288999999999994,1364,1,31.811999999999998,7822,3,E11 4NP,E11  4NP,E11 4NP,198001,199912,0,E00021818,E02000921,E09000031,Waltham Forest 027F,Waltham Forest 027,Waltham Forest,,719601
E01004342,4399,Waltham Forest 011A,E09000031,Waltham Forest,22.386999999999997,12475,4,0.125,13130,4,0.07,18735,6,17.028,15794,5,-0.19699999999999998,19095,6,0.405,10356,4,40.611999999999995,2020,1,31.994,7717,3,E17 0SA,E17  0SA,E17 0SA,200502,0,1,E00021847,E02000905,E09000031,Waltham Forest 011A,Waltham Forest 011,Waltham Forest,,727482
E01004343,4400,Waltham Forest 008A,E09000031,Waltham Forest,15.753,18190,6,0.086,18621,6,0.061,21108,7,9.478,22382,7,-0.6679999999999999,25564,8,0.254,12664,4,30.34,6726,3,34.693000000000005,6378,2,E17 4EH,E17  4EH,E17 4EH,198001,0,0,E00021842,E02000902,E09000031,Waltham Forest 008A,Waltham Forest 008,Waltham Forest,,727828
E01004344,4401,Waltham Forest 008B,E09000031,Waltham Forest,30.519000000000002,7780,3,0.157,9871,4,0.081,16122,5,21.7,12739,4,-0.275,20287,7,0.846,4931,2,53.481,93,1,36.74,5482,2,E17 5DH,E17  5DH,E17 5DH,198001,0,0,E00021841,E02000902,E09000031,Waltham Forest 008B,Waltham Forest 008,Waltham Forest,,727608
E01004345,4402,Waltham Forest 010A,E09000031,Waltham Forest,20.885,13646,5,0.11699999999999999,14037,5,0.076,17251,6,16.451,16227,5,-0.315,20889,7,0.27399999999999997,12329,4,32.708,5256,2,38.391,4842,2,E17 4BD,E17  4BD,E17 4BD,198001,0,0,E00021868,E02000904,E09000031,Waltham Forest 010A,Waltham Forest 010,Waltham Forest,,727576
E01004346,4403,Waltham Forest 011B,E09000031,Waltham Forest,18.180999999999997,15972,5,0.126,12998,4,0.055999999999999994,22780,7,14.492,17766,6,-0.55,24055,8,0.5529999999999999,8353,3,27.715,8675,3,33.167,7122,3,E17 5DE,E17  5DE,E17 5DE,198001,0,0,E00021858,E02000905,E09000031,Waltham Forest 011B,Waltham Forest 011,Waltham Forest,,727601
E01004347,4404,Waltham Forest 011C,E09000031,Waltham Forest,15.495,18452,6,0.1,16302,5,0.055999999999999994,22673,7,8.445,23465,8,-0.6409999999999999,25222,8,0.20600000000000002,13403,5,31.991,5661,2,29.730999999999998,8975,3,E17 5EQ,E17  5EQ,E17 5EQ,201207,0,0,E00021865,E02000905,E09000031,Waltham Forest 011C,Waltham Forest 011,Waltham Forest,,727633
E01004348,4405,Waltham Forest 010B,E09000031,Waltham Forest,18.169,15993,5,0.122,13442,5,0.06,21623,7,13.198,18879,6,-0.893,27921,9,0.105,15061,5,36.954,3219,1,31.663,7904,3,E17 4AF,E17  4AF,E17 4AF,199412,201311,1,E00171500,E02000904,E09000031,Waltham Forest 010B,Waltham Forest 010,Waltham Forest,,727391
E01004349,4406,Waltham Forest 001A,E09000031,Waltham Forest,29.854,8091,3,0.184,7722,3,0.10800000000000001,11245,4,25.715,10455,4,-0.47600000000000003,23093,8,0.5429999999999999,8496,3,47.777,597,1,26.854,10649,4,E4  7UG,E4   7UG,E4 7UG,198410,199507,1,E00021900,E02000895,E09000031,Waltham Forest 001A,Waltham Forest 001,Waltham Forest,,734486
E01004350,4407,Waltham Forest 001B,E09000031,Waltham Forest,28.615,8698,3,0.18600000000000003,7590,3,0.099,12719,4,16.046,16534,6,0.20199999999999999,13030,4,-0.159,19019,6,43.184,1394,1,39.94,4276,2,E4  7PW,E4   7PW,E4 7PW,198410,0,0,E00021907,E02000895,E09000031,Waltham Forest 001B,Waltham Forest 001,Waltham Forest,,734407
E01004351,4408,Waltham Forest 001C,E09000031,Waltham Forest,15.035,18892,6,0.095,17132,6,0.073,17917,6,11.758,20187,7,-0.354,21514,7,-0.359,21874,7,28.053,8387,3,25.236,11628,4,E4  7DX,E4   7DX,E4 7DX,198001,0,0,E00021883,E02000895,E09000031,Waltham Forest 001C,Waltham Forest 001,Waltham Forest,,734593
E01004352,4409,Waltham Forest 002A,E09000031,Waltham Forest,10.412,23995,8,0.040999999999999995,28236,9,0.048,25489,8,4.192,28296,9,-0.773,26721,9,0.636,7246,3,24.653000000000002,11476,4,23.031,13105,4,E4  6AB,E4   6AB,E4 6AB,198001,0,0,E00021884,E02000896,E09000031,Waltham Forest 002A,Waltham Forest 002,Waltham Forest,,734050
