,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
3863,E01003822,Richmond upon Thames 023A,E09000027,Richmond upon Thames,2.997,32237,10,0.015,32590,10,0.021,32153,10,0.286,32699,10,-2.269,32752,10,-0.184,19391,6,11.109,27521,9,17.369,17314,6
3864,E01003823,Richmond upon Thames 023B,E09000027,Richmond upon Thames,7.241,28018,9,0.033,30262,10,0.021,32110,10,0.69,32349,10,-2.096,32673,10,0.375,10807,4,23.782,12364,4,26.206,11042,4
3865,E01003824,Richmond upon Thames 023C,E09000027,Richmond upon Thames,4.594,30910,10,0.042,28096,9,0.036,28973,9,0.564,32469,10,-1.356,31142,10,-0.243,20242,7,8.827,29658,10,21.167,14429,5
3866,E01003825,Richmond upon Thames 023D,E09000027,Richmond upon Thames,3.249,32070,10,0.033,30232,10,0.031,30331,10,1.107,31893,10,-1.831,32434,10,-0.714,26377,9,11.956,26611,9,17.784,16986,6
3867,E01003826,Richmond upon Thames 023E,E09000027,Richmond upon Thames,22.898,12129,4,0.164,9291,3,0.135,8017,3,16.111,16483,6,0.188,13223,5,0.097,15171,5,18.388,18623,6,21.447,14225,5
3868,E01003827,Richmond upon Thames 023F,E09000027,Richmond upon Thames,8.485,26433,9,0.07,21469,7,0.056,22810,7,4.457,27969,9,-1.25,30595,10,-0.204,19676,6,15.142,22817,7,22.898,13204,5
3869,E01003828,Richmond upon Thames 020A,E09000027,Richmond upon Thames,6.069,29370,9,0.041,28366,9,0.041,27480,9,2.34,30487,10,-1.432,31467,10,-0.09,17989,6,20.707,15829,5,16.376,18078,6
3870,E01003829,Richmond upon Thames 020B,E09000027,Richmond upon Thames,26.698,9764,3,0.167,9018,3,0.141,7409,3,17.264,15626,5,0.354,10924,4,0.38,10741,4,28.24,8233,3,22.688,13349,5
3871,E01003830,Richmond upon Thames 020C,E09000027,Richmond upon Thames,9.449,25199,8,0.066,22455,7,0.057,22440,7,2.685,30116,10,-1.206,30329,10,-0.251,20358,7,23.015,13188,5,25.001,11781,4
3872,E01003831,Richmond upon Thames 020D,E09000027,Richmond upon Thames,10.154,24306,8,0.057,24367,8,0.041,27634,9,4.781,27573,9,-0.897,27954,9,0.709,6401,2,24.292,11830,4,15.816,18572,6
3873,E01003832,Richmond upon Thames 020E,E09000027,Richmond upon Thames,37.019,5206,2,0.234,4786,2,0.213,2580,1,27.401,9648,3,0.471,9446,3,0.28,12239,4,35.498,3856,2,14.348,19820,7
3874,E01003833,Richmond upon Thames 020F,E09000027,Richmond upon Thames,16.556,17419,6,0.119,13829,5,0.085,15217,5,11.561,20368,7,-0.545,23988,8,0.135,14569,5,29.324,7420,3,14.226,19923,7
3875,E01003834,Richmond upon Thames 022A,E09000027,Richmond upon Thames,7.292,27946,9,0.048,26751,9,0.041,27663,9,2.894,29863,10,-1.062,29306,9,-0.051,17445,6,20.066,16571,6,23.373,12864,4
3876,E01003835,Richmond upon Thames 022B,E09000027,Richmond upon Thames,4.465,31040,10,0.024,31700,10,0.034,29563,10,0.3,32684,10,-2.107,32677,10,-0.167,19152,6,9.88,28708,9,26.381,10936,4
3877,E01003836,Richmond upon Thames 022C,E09000027,Richmond upon Thames,12.983,21069,7,0.093,17444,6,0.085,15285,5,3.588,29024,9,-0.663,25500,8,0.137,14534,5,17.939,19216,6,22.761,13295,5
3878,E01003837,Richmond upon Thames 022D,E09000027,Richmond upon Thames,7.835,27266,9,0.054,25095,8,0.052,24208,8,0.494,32524,10,-1.72,32247,10,0.329,11502,4,20.692,15845,5,14.694,19487,6
3879,E01003838,Richmond upon Thames 022E,E09000027,Richmond upon Thames,7.339,27892,9,0.052,25762,8,0.045,26474,9,0.862,32168,10,-1.682,32179,10,-0.208,19746,7,15.551,22287,7,31.843,7805,3
3880,E01003839,Richmond upon Thames 022F,E09000027,Richmond upon Thames,13.14,20899,7,0.105,15628,5,0.075,17401,6,4.94,27369,9,-1.451,31542,10,0.061,15731,5,23.058,13144,5,23.665,12659,4
3881,E01003840,Richmond upon Thames 013A,E09000027,Richmond upon Thames,14.808,19113,6,0.112,14638,5,0.067,19581,6,8.168,23763,8,-1.108,29660,10,0.203,13432,5,28.319,8176,3,23.776,12582,4
3882,E01003841,Richmond upon Thames 013B,E09000027,Richmond upon Thames,26.04,10173,4,0.189,7357,3,0.117,10056,4,22.116,12461,4,-0.016,16245,5,0.167,14062,5,32.525,5362,2,23.181,13002,4
3883,E01003842,Richmond upon Thames 013C,E09000027,Richmond upon Thames,20.358,14040,5,0.126,12960,4,0.103,12062,4,18.135,15044,5,-0.172,18700,6,0.393,10558,4,19.289,17526,6,30.361,8596,3
3884,E01003843,Richmond upon Thames 013D,E09000027,Richmond upon Thames,15.73,18212,6,0.12,13678,5,0.092,14003,5,13.067,18980,6,-1.118,29728,10,-0.395,22389,7,25.754,10402,4,21.689,14051,5
3885,E01003844,Richmond upon Thames 013E,E09000027,Richmond upon Thames,9.207,25517,8,0.051,25902,8,0.064,20313,7,3.2,29502,9,-1.052,29234,9,0.294,12014,4,13.058,25324,8,25.627,11394,4
3886,E01003845,Richmond upon Thames 013F,E09000027,Richmond upon Thames,9.314,25364,8,0.057,24536,8,0.056,22803,7,9.232,22641,7,-1.377,31251,10,0.174,13932,5,19.416,17374,6,19.414,15738,5
3887,E01003846,Richmond upon Thames 002A,E09000027,Richmond upon Thames,4.171,31335,10,0.018,32387,10,0.014,32637,10,0.039,32841,10,-2.735,32827,10,-0.379,22158,7,7.948,30363,10,32.448,7491,3
3888,E01003847,Richmond upon Thames 002B,E09000027,Richmond upon Thames,6.72,28640,9,0.049,26497,9,0.03,30530,10,2.141,30735,10,-1.912,32530,10,-0.044,17343,6,17.373,19958,7,29.132,9304,3
3889,E01003848,Richmond upon Thames 004A,E09000027,Richmond upon Thames,11.354,22916,7,0.073,20836,7,0.055,22975,7,3.176,29537,9,-1.247,30584,10,0.342,11286,4,17.584,19679,6,34.477,6479,2
3890,E01003849,Richmond upon Thames 002C,E09000027,Richmond upon Thames,8.448,26496,9,0.05,26242,8,0.056,22634,7,0.403,32606,10,-1.362,31173,10,0.099,15146,5,12.132,26427,9,32.94,7231,3
3891,E01003851,Richmond upon Thames 002D,E09000027,Richmond upon Thames,5.879,29595,10,0.019,32322,10,0.019,32338,10,0.113,32810,10,-2.241,32742,10,0.415,10224,4,11.601,27019,9,30.881,8322,3
3892,E01003852,Richmond upon Thames 003A,E09000027,Richmond upon Thames,13.631,20334,7,0.075,20417,7,0.049,25127,8,0.508,32513,10,-1.347,31099,10,1.043,3200,1,20.394,16189,5,34.905,6288,2
3893,E01003853,Richmond upon Thames 003B,E09000027,Richmond upon Thames,11.466,22779,7,0.084,18833,6,0.076,17354,6,3.677,28908,9,-1.067,29348,9,0.075,15506,5,16.705,20809,7,24.812,11897,4
3894,E01003854,Richmond upon Thames 003C,E09000027,Richmond upon Thames,7.824,27287,9,0.052,25596,8,0.041,27496,9,3.008,29731,10,-1.623,32045,10,0.404,10380,4,14.14,24060,8,25.547,11444,4
3895,E01003855,Richmond upon Thames 003D,E09000027,Richmond upon Thames,19.172,15099,5,0.16,9640,3,0.109,11171,4,11.254,20666,7,-0.661,25481,8,0.204,13429,5,22.147,14158,5,20.994,14569,5
3896,E01003856,Richmond upon Thames 003E,E09000027,Richmond upon Thames,6.295,29104,9,0.063,23125,8,0.038,28435,9,1.272,31709,10,-1.553,31853,10,-0.41,22570,7,14.293,23887,8,24.67,11987,4
3897,E01003857,Richmond upon Thames 003F,E09000027,Richmond upon Thames,5.533,29987,10,0.048,26658,9,0.038,28547,9,3.103,29612,10,-1.808,32391,10,-0.526,24128,8,13.623,24665,8,24.954,11812,4
3898,E01003858,Richmond upon Thames 003G,E09000027,Richmond upon Thames,3.877,31608,10,0.024,31705,10,0.018,32383,10,0.162,32785,10,-1.562,31888,10,-0.424,22759,7,7.909,30396,10,28.844,9473,3
3899,E01003859,Richmond upon Thames 005E,E09000027,Richmond upon Thames,6.736,28619,9,0.045,27447,9,0.032,30255,10,0.275,32706,10,-1.544,31830,10,0.049,15903,5,11.866,26700,9,34.246,6577,3
3900,E01003860,Richmond upon Thames 002E,E09000027,Richmond upon Thames,9.269,25436,8,0.057,24428,8,0.053,23806,8,0.121,32806,10,-1.598,31976,10,0.314,11732,4,17.658,19579,6,30.382,8590,3
3901,E01003861,Richmond upon Thames 004C,E09000027,Richmond upon Thames,8.226,26791,9,0.065,22560,7,0.04,27773,9,1.266,31715,10,-1.349,31107,10,0.024,16314,5,20.327,16255,5,25.847,11262,4
3902,E01003862,Richmond upon Thames 004D,E09000027,Richmond upon Thames,17.786,16325,5,0.108,15246,5,0.09,14194,5,3.297,29382,9,-0.63,25093,8,0.679,6742,3,20.715,15820,5,36.472,5595,2
3903,E01003863,Richmond upon Thames 004E,E09000027,Richmond upon Thames,18.695,15504,5,0.136,11899,4,0.105,11795,4,0.97,32050,10,-0.668,25565,8,0.441,9906,4,16.791,20697,7,39.18,4556,2
3904,E01003864,Richmond upon Thames 002F,E09000027,Richmond upon Thames,7.131,28154,9,0.044,27758,9,0.038,28383,9,1.439,31534,10,-1.475,31620,10,-0.108,18252,6,21.571,14817,5,27.073,10496,4
3905,E01003865,Richmond upon Thames 004F,E09000027,Richmond upon Thames,11.466,22780,7,0.083,19097,6,0.064,20260,7,3.042,29682,10,-1.053,29239,9,-0.032,17163,6,23.812,12338,4,25.23,11634,4
3906,E01003866,Richmond upon Thames 007A,E09000027,Richmond upon Thames,3.804,31675,10,0.01,32788,10,0.013,32672,10,0.104,32817,10,-2.334,32772,10,-0.677,25959,8,6.91,31030,10,32.946,7227,3
3907,E01003867,Richmond upon Thames 011A,E09000027,Richmond upon Thames,11.779,22428,7,0.069,21692,7,0.061,21259,7,1.513,31438,10,-1.017,28969,9,0.277,12292,4,24.714,11415,4,29.422,9137,3
3908,E01003868,Richmond upon Thames 007B,E09000027,Richmond upon Thames,5.583,29924,10,0.032,30459,10,0.026,31518,10,0.065,32831,10,-1.63,32060,10,0.043,15992,5,8.838,29647,10,33.263,7076,3
3909,E01003869,Richmond upon Thames 011B,E09000027,Richmond upon Thames,5.06,30455,10,0.027,31360,10,0.022,32022,10,0.329,32665,10,-1.56,31879,10,-0.003,16730,6,16.477,21074,7,25.836,11271,4
3910,E01003870,Richmond upon Thames 011C,E09000027,Richmond upon Thames,5.807,29667,10,0.027,31298,10,0.024,31817,10,0.303,32682,10,-1.894,32517,10,-0.143,18779,6,17.201,20179,7,33.026,7192,3
3911,E01003871,Richmond upon Thames 007C,E09000027,Richmond upon Thames,4.824,30677,10,0.041,28344,9,0.03,30651,10,0.47,32543,10,-1.808,32392,10,-0.415,22635,7,10.063,28539,9,28.646,9591,3
3912,E01003872,Richmond upon Thames 007D,E09000027,Richmond upon Thames,7.634,27501,9,0.042,28085,9,0.034,29576,10,0.189,32771,10,-1.804,32386,10,0.529,8683,3,12.417,26105,8,31.902,7771,3
3913,E01003873,Richmond upon Thames 006A,E09000027,Richmond upon Thames,7.46,27732,9,0.046,27140,9,0.029,30931,10,0.073,32826,10,-1.65,32105,10,0.412,10263,4,16.384,21187,7,30.111,8737,3
3914,E01003874,Richmond upon Thames 006B,E09000027,Richmond upon Thames,5.246,30274,10,0.036,29645,10,0.028,31085,10,0.282,32700,10,-1.652,32109,10,-0.58,24850,8,15.3,22625,7,31.827,7811,3
3915,E01003875,Richmond upon Thames 006C,E09000027,Richmond upon Thames,7.33,27905,9,0.063,23000,8,0.046,26105,8,0.634,32407,10,-1.758,32317,10,0.153,14258,5,12.424,26092,8,23.85,12525,4
3916,E01003876,Richmond upon Thames 008B,E09000027,Richmond upon Thames,6.706,28654,9,0.034,30013,10,0.025,31635,10,0.098,32821,10,-1.932,32549,10,0.213,13282,5,19.316,17498,6,30.477,8537,3
3917,E01003877,Richmond upon Thames 008C,E09000027,Richmond upon Thames,6.021,29443,9,0.04,28624,9,0.038,28557,9,0.84,32198,10,-1.668,32146,10,-0.386,22246,7,15.587,22238,7,30.709,8404,3
3918,E01003878,Richmond upon Thames 006D,E09000027,Richmond upon Thames,19.583,14734,5,0.164,9306,3,0.121,9623,3,7.442,24546,8,-0.253,19915,7,0.126,14718,5,20.395,16185,5,18.379,16536,6
3919,E01003879,Richmond upon Thames 008D,E09000027,Richmond upon Thames,5.901,29573,10,0.025,31669,10,0.016,32517,10,0.586,32454,10,-2.577,32811,10,0.076,15475,5,17.577,19687,6,31.705,7879,3
3920,E01003880,Richmond upon Thames 016A,E09000027,Richmond upon Thames,6.098,29338,9,0.048,26648,9,0.031,30307,10,0.438,32574,10,-1.543,31824,10,-0.205,19695,6,8.901,29590,10,33.385,7013,3
3921,E01003881,Richmond upon Thames 016B,E09000027,Richmond upon Thames,4.598,30902,10,0.028,31214,10,0.023,31929,10,0.849,32185,10,-1.835,32448,10,-1.103,29860,10,22.583,13661,5,24.184,12300,4
3922,E01003882,Richmond upon Thames 014A,E09000027,Richmond upon Thames,6.198,29211,9,0.035,29821,10,0.045,26439,9,0.138,32801,10,-1.378,31252,10,-0.239,20180,7,11.034,27595,9,32.309,7568,3
3923,E01003883,Richmond upon Thames 014B,E09000027,Richmond upon Thames,4.784,30722,10,0.043,27863,9,0.034,29693,10,1.128,31872,10,-0.962,28522,9,-1.195,30432,10,12.325,26195,8,26.122,11100,4
3924,E01003884,Richmond upon Thames 016C,E09000027,Richmond upon Thames,5.571,29942,10,0.044,27722,9,0.042,27198,9,0.403,32604,10,-1.395,31317,10,0.082,15378,5,11.579,27045,9,19.699,15517,5
3925,E01003885,Richmond upon Thames 016D,E09000027,Richmond upon Thames,6.094,29344,9,0.043,27955,9,0.036,28991,9,0.679,32362,10,-1.495,31685,10,0.296,11985,4,11.548,27084,9,23.381,12857,4
3926,E01003886,Richmond upon Thames 021A,E09000027,Richmond upon Thames,3.466,31939,10,0.027,31276,10,0.03,30629,10,0.458,32552,10,-2.095,32672,10,-0.541,24339,8,11.834,26738,9,21.424,14247,5
3927,E01003887,Richmond upon Thames 021B,E09000027,Richmond upon Thames,4.573,30928,10,0.026,31429,10,0.026,31435,10,0.418,32589,10,-1.724,32254,10,-0.443,23035,8,11.106,27524,9,31.413,8048,3
3928,E01003888,Richmond upon Thames 021C,E09000027,Richmond upon Thames,13.591,20383,7,0.115,14313,5,0.091,14141,5,3.63,28964,9,-0.388,21964,7,-0.894,28181,9,19.603,17136,6,21.905,13908,5
3929,E01003889,Richmond upon Thames 021D,E09000027,Richmond upon Thames,4.826,30675,10,0.017,32469,10,0.016,32539,10,0.141,32794,10,-1.783,32354,10,-0.091,18006,6,22.541,13710,5,19.705,15510,5
3930,E01003890,Richmond upon Thames 018C,E09000027,Richmond upon Thames,6.593,28798,9,0.045,27308,9,0.033,30000,10,0.654,32388,10,-1.662,32135,10,-0.715,26385,9,22.599,13640,5,30.25,8658,3
3931,E01003891,Richmond upon Thames 018D,E09000027,Richmond upon Thames,2.666,32410,10,0.029,30934,10,0.03,30536,10,0.572,32463,10,-2.048,32644,10,-1.196,30440,10,12.678,25790,8,16.464,18012,6
3932,E01003892,Richmond upon Thames 009A,E09000027,Richmond upon Thames,3.779,31691,10,0.022,32000,10,0.022,31979,10,0.596,32445,10,-1.902,32524,10,-0.625,25376,8,19.145,17684,6,19.935,15339,5
3933,E01003893,Richmond upon Thames 009B,E09000027,Richmond upon Thames,6.7,28660,9,0.037,29424,9,0.031,30407,10,0.412,32599,10,-1.658,32123,10,-0.478,23468,8,19.184,17639,6,36.37,5639,2
3934,E01003894,Richmond upon Thames 009C,E09000027,Richmond upon Thames,4.823,30678,10,0.032,30430,10,0.024,31830,10,0.063,32833,10,-1.924,32540,10,-0.117,18389,6,11.786,26788,9,28.863,9464,3
3935,E01003895,Richmond upon Thames 009D,E09000027,Richmond upon Thames,8.016,27050,9,0.051,25976,8,0.036,29110,9,0.685,32357,10,-1.804,32384,10,0.125,14727,5,14.699,23402,8,36.927,5421,2
3936,E01003896,Richmond upon Thames 014C,E09000027,Richmond upon Thames,7.551,27626,9,0.033,30314,10,0.026,31431,10,1.594,31341,10,-1.759,32319,10,0.156,14225,5,15.728,22036,7,39.593,4397,2
3937,E01003897,Richmond upon Thames 014D,E09000027,Richmond upon Thames,8.295,26696,9,0.057,24399,8,0.039,28074,9,0.397,32612,10,-1.176,30142,10,0.216,13248,5,18.182,18888,6,29.134,9303,3
3938,E01003898,Richmond upon Thames 015A,E09000027,Richmond upon Thames,7.887,27203,9,0.065,22641,7,0.043,27077,9,1.019,32000,10,-0.996,28787,9,-0.01,16846,6,9.249,29300,9,31.044,8230,3
3939,E01003899,Richmond upon Thames 015B,E09000027,Richmond upon Thames,5.147,30374,10,0.038,29005,9,0.032,30027,10,0.729,32311,10,-1.456,31560,10,-0.295,20963,7,10.162,28451,9,29.179,9282,3
3940,E01003900,Richmond upon Thames 015C,E09000027,Richmond upon Thames,21.164,13430,5,0.145,10963,4,0.116,10229,4,10.552,21311,7,-0.222,19458,6,0.582,7959,3,23.149,13038,4,23.031,13106,4
3941,E01003901,Richmond upon Thames 015D,E09000027,Richmond upon Thames,7.055,28252,9,0.035,29802,10,0.031,30422,10,2.395,30419,10,-1.309,30895,10,0.035,16132,5,24.271,11856,4,24.796,11914,4
3942,E01003902,Richmond upon Thames 015E,E09000027,Richmond upon Thames,5.894,29580,10,0.038,28998,9,0.043,26942,9,1.805,31096,10,-1.55,31842,10,-0.529,24169,8,10.566,28072,9,31.982,7726,3
3943,E01003903,Richmond upon Thames 015F,E09000027,Richmond upon Thames,13.193,20852,7,0.076,20291,7,0.046,26078,8,9.257,22618,7,-1.261,30661,10,0.768,5754,2,22.537,13714,5,30.309,8624,3
3944,E01003904,Richmond upon Thames 015G,E09000027,Richmond upon Thames,10.731,23624,8,0.075,20433,7,0.06,21566,7,2.805,29975,10,-1.028,29053,9,-0.008,16811,6,24.374,11745,4,23.356,12879,4
3945,E01003905,Richmond upon Thames 010A,E09000027,Richmond upon Thames,7.581,27587,9,0.063,23057,8,0.037,28870,9,3.97,28572,9,-0.785,26849,9,-0.181,19357,6,15.147,22810,7,25.481,11488,4
3946,E01003906,Richmond upon Thames 010B,E09000027,Richmond upon Thames,12.068,22093,7,0.084,18827,6,0.058,22086,7,7.221,24779,8,-0.749,26445,9,-0.305,21123,7,15.716,22058,7,38.304,4884,2
3947,E01003907,Richmond upon Thames 010C,E09000027,Richmond upon Thames,20.973,13572,5,0.141,11319,4,0.101,12385,4,18.963,14424,5,-0.34,21287,7,0.18,13852,5,31.904,5715,2,17.908,16896,6
3948,E01003908,Richmond upon Thames 010D,E09000027,Richmond upon Thames,6.907,28447,9,0.043,27832,9,0.032,30041,10,2.817,29961,10,-1.72,32248,10,0.258,12601,4,17.4,19926,7,25.611,11401,4
3949,E01003909,Richmond upon Thames 010E,E09000027,Richmond upon Thames,7.634,27502,9,0.054,25279,8,0.041,27712,9,3.023,29706,10,-1.562,31891,10,0.174,13935,5,15.122,22831,7,27.845,10048,4
3950,E01003910,Richmond upon Thames 011D,E09000027,Richmond upon Thames,6.487,28889,9,0.036,29464,9,0.036,29161,9,3.347,29316,9,-1.537,31810,10,-0.256,20434,7,24.534,11601,4,20.994,14568,5
3951,E01033570,Richmond upon Thames 004G,E09000027,Richmond upon Thames,15.262,18671,6,0.088,18229,6,0.045,26295,9,6.815,25238,8,-1.402,31350,10,0.229,13057,4,35.285,3947,2,38.235,4909,2
3952,E01033571,Richmond upon Thames 004H,E09000027,Richmond upon Thames,13.495,20497,7,0.091,17680,6,0.08,16340,5,3.279,29407,9,-0.848,27486,9,0.369,10892,4,19.755,16938,6,25.684,11359,4
3953,E01003911,Southwark 020A,E09000028,Southwark,29.823,8105,3,0.213,5933,2,0.126,8968,3,13.037,19007,6,0.077,14848,5,0.238,12896,4,38.514,2652,1,36.017,5797,2
3954,E01003912,Southwark 019A,E09000028,Southwark,40.627,4076,2,0.286,2677,1,0.182,4152,2,19.247,14225,5,0.905,5010,2,0.454,9701,3,37.044,3184,1,29.163,9293,3
3955,E01003913,Southwark 024A,E09000028,Southwark,19.198,15082,5,0.118,13992,5,0.091,14156,5,4.43,28001,9,-0.085,17334,6,0.46,9627,3,28.782,7833,3,29.106,9318,3
3956,E01003914,Southwark 024B,E09000028,Southwark,21.514,13168,5,0.137,11828,4,0.085,15306,5,6.906,25139,8,0.033,15499,5,0.162,14139,5,28.261,8216,3,43.693,3241,1
3957,E01003915,Southwark 024C,E09000028,Southwark,28.036,9013,3,0.19,7305,3,0.128,8771,3,9.693,22165,7,0.21,12923,4,0.146,14374,5,39.668,2299,1,29.796,8931,3
3958,E01003916,Southwark 020B,E09000028,Southwark,24.749,10919,4,0.165,9217,3,0.083,15610,5,7.773,24176,8,0.011,15830,5,0.565,8197,3,34.255,4451,2,41.484,3802,2
3959,E01003917,Southwark 020C,E09000028,Southwark,30.163,7948,3,0.215,5810,2,0.122,9464,3,10.698,21183,7,0.403,10289,4,0.809,5316,2,32.963,5102,2,30.226,8679,3
3960,E01003918,Southwark 020D,E09000028,Southwark,34.58,6042,2,0.239,4544,2,0.134,8053,3,14.908,17415,6,0.043,15345,5,1.251,1968,1,35.354,3912,2,34.982,6247,2
3961,E01003919,Southwark 021A,E09000028,Southwark,23.585,11638,4,0.109,15006,5,0.078,16761,6,7.025,25023,8,-0.302,20684,7,1.144,2557,1,32.524,5366,2,45.852,2706,1
3962,E01003920,Southwark 021B,E09000028,Southwark,32.296,6969,3,0.237,4661,2,0.152,6387,2,10.248,21593,7,0.275,11968,4,0.401,10430,4,36.106,3579,2,32.696,7358,3
3963,E01003921,Southwark 021C,E09000028,Southwark,39.685,4355,2,0.19,7314,3,0.164,5394,2,17.499,15464,5,1.058,3818,2,1.236,2055,1,33.789,4684,2,44.695,2972,1
3964,E01003922,Southwark 021D,E09000028,Southwark,30.64,7717,3,0.204,6446,2,0.1,12557,4,9.807,22033,7,0.27,12062,4,1.071,2989,1,35.4,3893,2,39.486,4430,2
3965,E01003923,Southwark 017A,E09000028,Southwark,26.667,9783,3,0.172,8662,3,0.107,11406,4,9.669,22193,7,0.0,16019,5,0.616,7498,3,34.829,4155,2,38.201,4921,2
3966,E01003924,Southwark 021E,E09000028,Southwark,31.183,7459,3,0.206,6314,2,0.132,8221,3,18.573,14719,5,0.27,12054,4,0.316,11701,4,40.819,1964,1,29.503,9096,3
3967,E01003925,Southwark 020E,E09000028,Southwark,32.72,6790,3,0.21,6060,2,0.138,7695,3,15.693,16835,6,0.316,11415,4,0.195,13601,5,32.464,5395,2,52.945,1452,1
3968,E01003926,Southwark 021F,E09000028,Southwark,31.441,7330,3,0.225,5254,2,0.114,10527,4,13.09,18955,6,0.38,10582,4,0.664,6929,3,34.725,4207,2,38.71,4717,2
3969,E01003927,Southwark 002A,E09000028,Southwark,16.421,17545,6,0.087,18437,6,0.047,25684,8,3.94,28607,9,-0.05,16787,6,-0.475,23429,8,35.145,4027,2,43.891,3183,1
3970,E01003929,Southwark 002B,E09000028,Southwark,22.973,12077,4,0.123,13362,5,0.083,15626,5,12.124,19838,7,-0.068,17064,6,0.207,13383,5,31.89,5728,2,49.593,1977,1
3971,E01003930,Southwark 034A,E09000028,Southwark,28.921,8533,3,0.116,14139,5,0.103,12024,4,19.835,13869,5,0.277,11944,4,0.874,4646,2,30.886,6360,2,54.831,1206,1
3972,E01003932,Southwark 034B,E09000028,Southwark,38.967,4581,2,0.248,4117,2,0.182,4195,2,11.597,20327,7,0.828,5654,2,0.356,11084,4,36.607,3364,2,44.184,3103,1
3973,E01003933,Southwark 034C,E09000028,Southwark,33.607,6417,2,0.155,10051,4,0.089,14520,5,12.752,19265,6,0.647,7417,3,1.56,898,1,30.849,6390,2,58.94,779,1
3974,E01003934,Southwark 002C,E09000028,Southwark,18.616,15563,5,0.118,13969,5,0.075,17577,6,3.1,29616,10,-0.128,18030,6,-0.804,27337,9,33.25,4961,2,43.465,3309,2
3975,E01003935,Southwark 002D,E09000028,Southwark,21.011,13553,5,0.153,10187,4,0.077,16903,6,10.474,21382,7,0.497,9141,3,-0.754,26822,9,32.882,5151,2,26.374,10941,4
3976,E01003936,Southwark 009A,E09000028,Southwark,14.247,19694,6,0.02,32242,10,0.01,32748,10,22.774,12049,4,-0.592,24603,8,-0.356,21834,7,29.711,7172,3,53.205,1412,1
3977,E01003937,Southwark 009B,E09000028,Southwark,24.291,11190,4,0.077,20157,7,0.038,28564,9,2.742,30044,10,0.253,12296,4,0.883,4559,2,36.742,3302,2,73.995,44,1
3978,E01003938,Southwark 006A,E09000028,Southwark,31.171,7465,3,0.23,4984,2,0.125,9127,3,5.225,27062,9,0.314,11441,4,0.502,9057,3,40.609,2022,1,33.767,6816,3
3979,E01003939,Southwark 002E,E09000028,Southwark,20.471,13960,5,0.116,14184,5,0.062,20889,7,4.182,28310,9,0.253,12294,4,-0.004,16746,6,38.906,2517,1,37.911,5022,2
3980,E01003940,Southwark 006B,E09000028,Southwark,33.392,6510,2,0.276,3016,1,0.147,6814,3,10.543,21317,7,0.241,12494,4,0.346,11221,4,36.359,3480,2,29.572,9061,3
3981,E01003941,Southwark 006C,E09000028,Southwark,18.245,15923,5,0.106,15499,5,0.056,22854,7,4.169,28323,9,-0.159,18525,6,0.587,7899,3,33.441,4851,2,35.297,6098,2
3982,E01003942,Southwark 006D,E09000028,Southwark,31.341,7382,3,0.21,6074,2,0.137,7743,3,9.315,22557,7,0.622,7688,3,0.733,6133,2,31.956,5687,2,31.947,7746,3
3983,E01003943,Southwark 009C,E09000028,Southwark,40.136,4225,2,0.261,3544,2,0.168,5106,2,13.485,18606,6,0.437,9858,4,1.528,974,1,35.253,3965,2,34.588,6438,2
3984,E01003945,Southwark 033A,E09000028,Southwark,16.412,17553,6,0.078,19891,7,0.06,21442,7,2.872,29892,10,-0.424,22436,7,0.715,6334,2,35.889,3686,2,26.89,10627,4
3985,E01003946,Southwark 033B,E09000028,Southwark,17.006,16984,6,0.088,18200,6,0.071,18459,6,5.69,26509,9,-0.416,22322,7,0.895,4436,2,26.207,9982,4,29.238,9256,3
3986,E01003947,Southwark 033C,E09000028,Southwark,36.138,5479,2,0.304,2081,1,0.172,4811,2,14.764,17537,6,0.789,6006,2,-0.198,19587,6,32.183,5540,2,18.156,16688,6
3987,E01003948,Southwark 033D,E09000028,Southwark,17.282,16743,6,0.102,16049,5,0.07,18666,6,1.478,31477,10,-0.149,18374,6,0.636,7249,3,31.421,6013,2,25.689,11355,4
3988,E01003949,Southwark 032A,E09000028,Southwark,17.081,16916,6,0.102,16072,5,0.077,16969,6,3.34,29329,9,-0.07,17096,6,0.006,16584,6,30.99,6280,2,31.212,8151,3
